id,text,category
2905,This is a sample text for document 2905,Category_B
2906,This is a sample text for document 2906,Category_B
2907,This is a sample text for document 2907,Category_A
2908,This is a sample text for document 2908,Category_E
2909,This is a sample text for document 2909,Category_B
2910,This is a sample text for document 2910,Category_B
2911,This is a sample text for document 2911,Category_A
2912,This is a sample text for document 2912,Category_D
2913,This is a sample text for document 2913,Category_G
2914,This is a sample text for document 2914,Category_D
2915,This is a sample text for document 2915,Category_F
2916,This is a sample text for document 2916,Category_G
2917,This is a sample text for document 2917,Category_D
2918,This is a sample text for document 2918,Category_G
2919,This is a sample text for document 2919,Category_E
2920,This is a sample text for document 2920,Category_B
2921,This is a sample text for document 2921,Category_G
2922,This is a sample text for document 2922,Category_A
2923,This is a sample text for document 2923,Category_C
2924,This is a sample text for document 2924,Category_F
2925,This is a sample text for document 2925,Category_D
2926,This is a sample text for document 2926,Category_F
2927,This is a sample text for document 2927,Category_B
2928,This is a sample text for document 2928,Category_A
2929,This is a sample text for document 2929,Category_C
2930,This is a sample text for document 2930,Category_D
2931,This is a sample text for document 2931,Category_A
2932,This is a sample text for document 2932,Category_F
2933,This is a sample text for document 2933,Category_F
2934,This is a sample text for document 2934,Category_E
2935,This is a sample text for document 2935,Category_E
2936,This is a sample text for document 2936,Category_D
2937,This is a sample text for document 2937,Category_B
2938,This is a sample text for document 2938,Category_G
2939,This is a sample text for document 2939,Category_G
2940,This is a sample text for document 2940,Category_F
2941,This is a sample text for document 2941,Category_G
2942,This is a sample text for document 2942,Category_E
2943,This is a sample text for document 2943,Category_A
2944,This is a sample text for document 2944,Category_F
2945,This is a sample text for document 2945,Category_E
2946,This is a sample text for document 2946,Category_F
2947,This is a sample text for document 2947,Category_A
2948,This is a sample text for document 2948,Category_E
2949,This is a sample text for document 2949,Category_E
2950,This is a sample text for document 2950,Category_E
2951,This is a sample text for document 2951,Category_G
2952,This is a sample text for document 2952,Category_D
2953,This is a sample text for document 2953,Category_G
2954,This is a sample text for document 2954,Category_F
2955,This is a sample text for document 2955,Category_D
2956,This is a sample text for document 2956,Category_C
2957,This is a sample text for document 2957,Category_F
2958,This is a sample text for document 2958,Category_G
2959,This is a sample text for document 2959,Category_D
2960,This is a sample text for document 2960,Category_F
2961,This is a sample text for document 2961,Category_A
2962,This is a sample text for document 2962,Category_D
2963,This is a sample text for document 2963,Category_C
2964,This is a sample text for document 2964,Category_B
2965,This is a sample text for document 2965,Category_D
2966,This is a sample text for document 2966,Category_B
2967,This is a sample text for document 2967,Category_B
2968,This is a sample text for document 2968,Category_A
2969,This is a sample text for document 2969,Category_A
2970,This is a sample text for document 2970,Category_C
2971,This is a sample text for document 2971,Category_F
2972,This is a sample text for document 2972,Category_D
2973,This is a sample text for document 2973,Category_A
2974,This is a sample text for document 2974,Category_A
2975,This is a sample text for document 2975,Category_G
2976,This is a sample text for document 2976,Category_A
2977,This is a sample text for document 2977,Category_B
2978,This is a sample text for document 2978,Category_C
2979,This is a sample text for document 2979,Category_D
2980,This is a sample text for document 2980,Category_A
2981,This is a sample text for document 2981,Category_E
2982,This is a sample text for document 2982,Category_B
2983,This is a sample text for document 2983,Category_C
2984,This is a sample text for document 2984,Category_C
2985,This is a sample text for document 2985,Category_F
2986,This is a sample text for document 2986,Category_D
2987,This is a sample text for document 2987,Category_F
2988,This is a sample text for document 2988,Category_F
2989,This is a sample text for document 2989,Category_A
2990,This is a sample text for document 2990,Category_E
2991,This is a sample text for document 2991,Category_A
2992,This is a sample text for document 2992,Category_E
2993,This is a sample text for document 2993,Category_A
2994,This is a sample text for document 2994,Category_B
2995,This is a sample text for document 2995,Category_E
2996,This is a sample text for document 2996,Category_A
2997,This is a sample text for document 2997,Category_E
2998,This is a sample text for document 2998,Category_G
2999,This is a sample text for document 2999,Category_B
3000,This is a sample text for document 3000,Category_E
3001,This is a sample text for document 3001,Category_D
3002,This is a sample text for document 3002,Category_C
3003,This is a sample text for document 3003,Category_D
3004,This is a sample text for document 3004,Category_C
3005,This is a sample text for document 3005,Category_D
3006,This is a sample text for document 3006,Category_B
3007,This is a sample text for document 3007,Category_B
3008,This is a sample text for document 3008,Category_G
3009,This is a sample text for document 3009,Category_D
